province,district,ward,lat,long
An Giang,Tịnh Biên,An Phú,10.6190921179863,104.974921525559
An Giang,Tịnh Biên,Nhơn Hưng,10.6508385095027,105.006712577198
An Giang,Tịnh Biên,Núi Voi,10.5349764586293,105.064072842233
An Giang,Tịnh Biên,Tân Lập,10.4630899742171,105.084213564528
An Giang,Tịnh Biên,Tân Lợi,10.5077312220622,105.050748652369
An Giang,Tịnh Biên,Thới Sơn,10.6158224341887,105.028027865216
An Giang,Tịnh Biên,TT. Chi Lăng,10.5300597319359,105.023031661531
An Giang,Tịnh Biên,TT. Nhà Bàng,10.6257357397712,105.006323058273
An Giang,Tịnh Biên,TT. Tịnh Biên,10.5962360976888,104.94937888156
An Giang,Tịnh Biên,Văn Giáo,10.5857653738802,105.037099353127
An Giang,Tịnh Biên,Vĩnh Trung,10.5562244444747,105.039654662251
An Giang,Tri Tôn,An Tức,10.3996863668553,104.947081855889
An Giang,Tri Tôn,Châu Lăng,10.4465948366973,104.996621730471
An Giang,Tri Tôn,Cô Tô,10.3552664904301,105.022965279514
An Giang,Tri Tôn,Lạc Qưới,10.5144622449677,104.878969074593
An Giang,Tri Tôn,Lê Trì,10.5027153749185,104.935170104982
An Giang,Tri Tôn,Lương An Trà,10.3872148502703,104.889312067973
An Giang,Tri Tôn,Lương Phi,10.4452752733886,104.925840247391
An Giang,Tri Tôn,Núi Tô,10.4062618539887,105.009986393325
An Giang,Tri Tôn,Ô Lâm,10.3543768461866,104.974872455794
An Giang,Tri Tôn,Tà Đảnh,10.4050118485373,105.083511751952
An Giang,Tri Tôn,Tân Tuyến,10.3289815931623,105.082113804818
An Giang,Tri Tôn,TT. Ba Chúc,10.4874234902158,104.903461804496
An Giang,Tri Tôn,TT. Tri Tôn,10.4198452171526,105.009046819123
An Giang,Tri Tôn,Vĩnh Gia,10.499309814144,104.818198928355
An Giang,Tri Tôn,Vĩnh Phước,10.4558273740261,104.843062181738
An Giang,TX. Tân Châu,Châu Phong,10.7407778543821,105.146035163785
An Giang,TX. Tân Châu,Lê Chánh,10.7389167472496,105.170461403436
An Giang,TX. Tân Châu,Long An,10.7853785688482,105.189355488934
An Giang,TX. Tân Châu,Phú Lộc,10.887514151262,105.152430559536
An Giang,TX. Tân Châu,Phú Vĩnh,10.7586582304624,105.196833227396
An Giang,TX. Tân Châu,P. Long Châu,10.8029005032609,105.22397290514
An Giang,TX. Tân Châu,P. Long Hưng,10.7982491624172,105.236268605056
An Giang,TX. Tân Châu,P. Long Phú,10.7723849813085,105.222032272794
An Giang,TX. Tân Châu,P. Long Sơn,10.7689490869289,105.249189853007
An Giang,TX. Tân Châu,P. Long Thạnh,10.7921081507902,105.242632379522
An Giang,TX. Tân Châu,Tân An,10.8053700423984,105.188151615521
An Giang,TX. Tân Châu,Tân Thạnh,10.8239724847943,105.177969531792
An Giang,TX. Tân Châu,Vĩnh Hòa,10.8491336460211,105.189081002673
An Giang,TX. Tân Châu,Vĩnh Xương,10.8950684887903,105.173309697204
Bắc Giang,Bắc Giang,Đa Mai,21.2837579522255,106.169977136899
Bắc Giang,Bắc Giang,Dĩnh Kế,21.2793477300333,106.218467961557
Bắc Giang,Bắc Giang,Dĩnh Trì,21.2840679810988,106.238135814675
Bắc Giang,Bắc Giang,Đồng Sơn,21.2424998432384,106.201003492049
Bắc Giang,Bắc Giang,P. Lê Lợi,21.2688587923213,106.198729203794
Bắc Giang,Bắc Giang,P. Thọ Xương,21.2960188435646,106.197447421616
Bắc Giang,Bắc Giang,Song Khê,21.2524421859098,106.178933485861
Bắc Giang,Bắc Giang,Song Mai,21.303205390513,106.175981581089
Bắc Giang,Bắc Giang,Tân Mỹ,21.2706702571509,106.161136314614
Bắc Giang,Bắc Giang,Tân Tiến,21.2519532361972,106.218927040498
Bắc Giang,Cấm Sơn,Biên Sơn,21.45785961997,106.621429606665
Bắc Giang,Cấm Sơn,Cấm Sơn,21.5752201276493,106.577035515673
Bắc Giang,Cấm Sơn,Đèo Gia,21.3010201782119,106.710446163872
Bắc Giang,Cấm Sơn,Giáp Sơn,21.4053365311772,106.651374609704
Bắc Giang,Cấm Sơn,Hộ Đáp,21.5113925782333,106.614780410733
Bắc Giang,Cấm Sơn,Kiên Lao,21.4407013767922,106.504395409222
Bắc Giang,Cấm Sơn,Kiên Thành,21.4412682054158,106.557693361617
Bắc Giang,Cấm Sơn,Kim Sơn,21.4182863277187,106.744353100608
Bắc Giang,Cấm Sơn,Mỹ An,21.3247888654896,106.522927978829
Bắc Giang,Cấm Sơn,Nam Dương,21.3369226567122,106.575616868086
Bắc Giang,Cấm Sơn,Phong Minh,21.5365310342483,106.740084377945
Bắc Giang,Cấm Sơn,Phong Vân,21.5308583397485,106.670017835996
Bắc Giang,Cấm Sơn,Phú Nhuận,21.3408338130967,106.735092662787
Bắc Giang,Cấm Sơn,Phượng Sơn,21.3359964902437,106.487361046301
Bắc Giang,Cấm Sơn,Quý Sơn,21.3788301029112,106.508818453683
Bắc Giang,Cấm Sơn,Sơn Hải,21.5074406169515,106.550823213584
Bắc Giang,Cấm Sơn,Tân Hoa,21.3961290816055,106.712098329042
Bắc Giang,Cấm Sơn,Tân Lập,21.3261489753333,106.645284749014
Bắc Giang,Cấm Sơn,Tân Mộc,21.296620767923,106.596433857873
Bắc Giang,Cấm Sơn,Tân Quang,21.3701339195705,106.648373134474
Bắc Giang,Cấm Sơn,Tân Sơn,21.5717658871936,106.645421697381
Bắc Giang,Cấm Sơn,Thanh Hải,21.4296483619737,106.588647533984
Bắc Giang,Cấm Sơn,Trù Hựu,21.3808507226009,106.549809405303
Bắc Giang,Cấm Sơn,Xa Lý,21.5380411038998,106.819576489021
Bắc Giang,Hiệp Hòa,Châu Minh,21.2568192114285,105.97638522108
Bắc Giang,Hiệp Hòa,Danh Thắng,21.325829579213,105.982558636697
Bắc Giang,Hiệp Hòa,Đoan Bái,21.3117736490794,106.00740287093
Bắc Giang,Hiệp Hòa,Đông Lỗ,21.281678382374,106.009057910767
Bắc Giang,Hiệp Hòa,Đức Thắng,21.3573238082715,105.969012045795
Bắc Giang,Hiệp Hòa,Hoàng An,21.3882317526412,105.974791509865
Bắc Giang,Hiệp Hòa,Hoàng Thanh,21.3901079668117,106.00998626401
Bắc Giang,Hiệp Hòa,Hùng Sơn,21.3475783617976,105.936841999195
Bắc Giang,Hiệp Hòa,Hương Lâm,21.2702997200654,105.948949974595
Bắc Giang,Hiệp Hòa,Lương Phong,21.3416452088559,106.012396105409
Bắc Giang,Hiệp Hòa,Mai Trung,21.3151737368337,105.927685656381
Bắc Giang,Hiệp Hòa,Ngọc Sơn,21.3663043386349,105.998503299101
Bắc Giang,Hiệp Hòa,Thái Sơn,21.3655935340236,105.946867277171
Bắc Giang,Hiệp Hòa,TT. Thắng,21.3557414399337,105.983515810299
Bắc Giang,Lạng Giang,An Hà,21.4147298046618,106.236899191481
Bắc Giang,Lạng Giang,Đại Lâm,21.3028589924704,106.294214354925
Bắc Giang,Lạng Giang,Dương Đức,21.3704461959685,106.193008712544
Bắc Giang,Lạng Giang,Hương Lạc,21.3873342206277,106.264561452353
Bắc Giang,Lạng Giang,Hương Sơn,21.4078667031543,106.310045087649
Bắc Giang,Lạng Giang,Nghĩa Hòa,21.436806519277,106.244067245653
Bắc Giang,Lạng Giang,Quang Thịnh,21.440207189752,106.270927040383
Bắc Giang,Lạng Giang,Tân Dĩnh,21.3089586707966,106.243180833763
Bắc Giang,Lạng Giang,Tân Hưng,21.3560381123638,106.296677497318
Bắc Giang,Lạng Giang,Tân Thịnh,21.4116348293616,106.268831406722
Bắc Giang,Lạng Giang,Tiên Lục,21.4006965916943,106.207728444995
Bắc Giang,Lạng Giang,Xuân Hương,21.3196873661564,106.205389447857
Bắc Giang,Lạng Giang,Xương Lâm,21.3328415412313,106.27389014183
Bắc Giang,Lạng Giang,Yên Mỹ,21.3664406306381,106.261804667956
Bắc Giang,Lục Nam,Bắc Lũng,21.2503043827115,106.372499754569
Bắc Giang,Lục Nam,Bảo Sơn,21.3682482187876,106.342208100051
Bắc Giang,Lục Nam,Bình Sơn,21.2648701334564,106.620842697724
Bắc Giang,Lục Nam,Cẩm Lý,21.2134825942503,106.380866256196
Bắc Giang,Lục Nam,Chu Điện,21.3013129587609,106.357430681027
Bắc Giang,Lục Nam,Cương Sơn,21.2974578108479,106.428050016686
Bắc Giang,Lục Nam,Đan Hội,21.1866786663139,106.3462673014
Bắc Giang,Lục Nam,Đông Hưng,21.3905822144928,106.447481283191
Bắc Giang,Lục Nam,Đông Phú,21.3705430157783,106.418677461114
Bắc Giang,Lục Nam,Huyền Sơn,21.2553261779588,106.41837264617
Bắc Giang,Lục Nam,Khám Lạng,21.2688134494807,106.385929341208
Bắc Giang,Lục Nam,Lục Sơn,21.2153366403162,106.630915751626
Bắc Giang,Lục Nam,Nghĩa Phương,21.2669175907507,106.469721736677
Bắc Giang,Lục Nam,Phương Sơn,21.3047922482814,106.323279900695
Bắc Giang,Lục Nam,Tam Dị,21.3577253561417,106.387255993335
Bắc Giang,Lục Nam,Thanh Lâm,21.3281236154396,106.319781342236
Bắc Giang,Lục Nam,Tiên Hưng,21.299652842166,106.399143680728
Bắc Giang,Lục Nam,Tiên Nha,21.3210437731392,106.429147128835
Bắc Giang,Lục Nam,Trường Giang,21.3058723397742,106.490492631779
Bắc Giang,Lục Nam,Trường Sơn,21.2334796772009,106.560993647952
Bắc Giang,Lục Nam,TT. Đồi Ngô,21.3059999926741,106.384587706947
Bắc Giang,Lục Nam,TT. Lục Nam,21.2904145335703,106.412541416356
Bắc Giang,Lục Nam,Vô Tranh,21.2638715504873,106.531124281841
Bắc Giang,Lục Nam,Vũ Xá,21.2246453121918,106.343844674925
Bắc Giang,Lục Nam,Yên Sơn,21.2594842828877,106.340837482949
Bắc Giang,Lục Ngạn,Biên Sơn,21.45785961997,106.621429606665
Bắc Giang,Lục Ngạn,Cấm Sơn,21.5752201276493,106.577035515673
Bắc Giang,Lục Ngạn,Đèo Gia,21.3010201782119,106.710446163872
Bắc Giang,Lục Ngạn,Giáp Sơn,21.4053365311772,106.651374609704
Bắc Giang,Lục Ngạn,Hộ Đáp,21.5113925782333,106.614780410733
Bắc Giang,Lục Ngạn,Kiên Lao,21.4407013767922,106.504395409222
Bắc Giang,Lục Ngạn,Kiên Thành,21.4412682054158,106.557693361617
Bắc Giang,Lục Ngạn,Kim Sơn,21.4182863277187,106.744353100608
Bắc Giang,Lục Ngạn,Mỹ An,21.3247888654896,106.522927978829
Bắc Giang,Lục Ngạn,Nam Dương,21.3369226567122,106.575616868086
Bắc Giang,Lục Ngạn,Phong Minh,21.5365310342483,106.740084377945
Bắc Giang,Lục Ngạn,Phong Vân,21.5308583397485,106.670017835996
Bắc Giang,Lục Ngạn,Phú Nhuận,21.3408338130967,106.735092662787
Bắc Giang,Lục Ngạn,Phượng Sơn,21.3359964902437,106.487361046301
Bắc Giang,Lục Ngạn,Quý Sơn,21.3788301029112,106.508818453683
Bắc Giang,Lục Ngạn,Sơn Hải,21.5074406169515,106.550823213584
Bắc Giang,Lục Ngạn,Tân Hoa,21.3961290816055,106.712098329042
Bắc Giang,Lục Ngạn,Tân Lập,21.3261489753333,106.645284749014
Bắc Giang,Lục Ngạn,Tân Mộc,21.296620767923,106.596433857873
Bắc Giang,Lục Ngạn,Tân Quang,21.3701339195705,106.648373134474
Bắc Giang,Lục Ngạn,Tân Sơn,21.5717658871936,106.645421697381
Bắc Giang,Lục Ngạn,Thanh Hải,21.4296483619737,106.588647533984
Bắc Giang,Lục Ngạn,Trù Hựu,21.3808507226009,106.549809405303
Bắc Giang,Lục Ngạn,Xa Lý,21.5380411038998,106.819576489021
Bắc Giang,Sơn Động,An Bá,21.2968620543725,106.824890108739
Bắc Giang,Sơn Động,An Châu,21.3188800211576,106.849098933724
Bắc Giang,Sơn Động,An Lạc,21.321749610751,106.951225774012
Bắc Giang,Sơn Động,An Lập,21.3450238654392,106.859792922638
Bắc Giang,Sơn Động,Bồng Am,21.2527435607403,106.818690035202
Bắc Giang,Sơn Động,Cẩm Đàn,21.3608557900203,106.774390253257
Bắc Giang,Sơn Động,Cấm Sơn,21.4660096780003,106.836653856202
Bắc Giang,Sơn Động,Dương Hưu,21.2403116528546,106.938577914853
Bắc Giang,Sơn Động,Giáo Liêm,21.3840477345931,106.825605777484
Bắc Giang,Sơn Động,Hữu Sản,21.4074901613018,106.964190796383
Bắc Giang,Sơn Động,Lệ Viễn,21.3448353569516,106.897544025691
Bắc Giang,Sơn Động,Long Sơn,21.2242607406391,106.879320425451
Bắc Giang,Sơn Động,Phúc Thắng,21.414271154704,106.838910589646
Bắc Giang,Sơn Động,Quế Sơn,21.4140734880864,106.797100936104
Bắc Giang,Sơn Động,Thạch Sơn,21.4269802282777,106.873903023758
Bắc Giang,Sơn Động,Thanh Luận,21.1927896883334,106.808621150278
Bắc Giang,Sơn Động,TT. Thanh Sơn,21.1968788322329,106.774066506165
Bắc Giang,Sơn Động,Tuấn Đạo,21.2600418321187,106.740654910666
Bắc Giang,Sơn Động,Tuấn Mậu,21.1975961793311,106.729780870796
Bắc Giang,Sơn Động,Vân Sơn,21.3938442224237,106.915565695994
Bắc Giang,Sơn Động,Vĩnh Khương,21.3727361684102,106.872384528195
Bắc Giang,Sơn Động,Yên Định,21.3342110424863,106.796619681389
Bắc Giang,Tân Yên,An Dương,21.4130387769522,106.086411693153
Bắc Giang,Tân Yên,Cao Thượng,21.3893160640503,106.137715445917
Bắc Giang,Tân Yên,Cao Xá,21.3769584946531,106.111585668484
Bắc Giang,Tân Yên,Lam Cốt,21.4022951888551,106.053972225246
Bắc Giang,Tân Yên,Liên Chung,21.3602736898876,106.173556392004
Bắc Giang,Tân Yên,Liên Sơn,21.4134529486763,106.116908221865
Bắc Giang,Tân Yên,Ngọc Lý,21.3414984162531,106.112412359532
Bắc Giang,Tân Yên,Ngọc Thiện,21.3494902388685,106.07999090805
Bắc Giang,Tân Yên,Ngọc Vân,21.3565721243736,106.043171054994
Bắc Giang,Tân Yên,Phúc Hòa,21.4202015284913,106.148969857641
Bắc Giang,Tân Yên,Phúc Sơn,21.4241729733993,106.03896030916
Bắc Giang,Tân Yên,Quế Nham,21.3262329872359,106.166676018382
Bắc Giang,Tân Yên,Song Vân,21.3793158855964,106.054830148782
Bắc Giang,Tân Yên,Việt Lập,21.3529958534103,106.148130795563
Bắc Giang,Việt Yên,Hoàng Ninh,21.2511748032179,106.122346890658
Bắc Giang,Việt Yên,Hồng Thái,21.2682544083899,106.126204355279
Bắc Giang,Việt Yên,Hương Mai,21.2904843475457,106.043772119162
Bắc Giang,Việt Yên,Minh Đức,21.3114894873224,106.1113432362
Bắc Giang,Việt Yên,Nghĩa Trung,21.3020882871609,106.140509545098
Bắc Giang,Việt Yên,Quang Châu,21.2120878033952,106.107616849705
Bắc Giang,Việt Yên,Quảng Minh,21.2481403421851,106.087887180318
Bắc Giang,Việt Yên,Tăng Tiến,21.2566074634953,106.151085570348
Bắc Giang,Việt Yên,Thượng Lan,21.3224395964032,106.071777817292
Bắc Giang,Việt Yên,Tiên Sơn,21.246544625838,106.04131417271
Bắc Giang,Việt Yên,Trung Sơn,21.2669060655979,106.058460999445
Bắc Giang,Việt Yên,TT. Nếnh,21.2359198756499,106.104976125029
Bắc Giang,Việt Yên,Tự Lạn,21.2954803919259,106.074923225577
Bắc Giang,Việt Yên,Vân Trung,21.2287918792467,106.133438283277
Bắc Giang,Việt Yên,Việt Tiến,21.3190882138214,106.045171892721
Bắc Giang,Yên Dũng,Cảnh Thụy,21.1954139536876,106.262827997486
Bắc Giang,Yên Dũng,Đồng Phúc,21.1456911678925,106.289360496145
Bắc Giang,Yên Dũng,Đồng Việt,21.1577553716937,106.308672479977
Bắc Giang,Yên Dũng,Đức Giang,21.2057178803408,106.277081324613
Bắc Giang,Yên Dũng,Hương Gián,21.2603180237151,106.242612811844
Bắc Giang,Yên Dũng,Lãng Sơn,21.2216300530628,106.286834695826
Bắc Giang,Yên Dũng,Lão Hộ,21.2751776885459,106.29312303811
Bắc Giang,Yên Dũng,Nham Sơn,21.197718019758,106.222648025107
Bắc Giang,Yên Dũng,Nội Hoàng,21.23628403262,106.159085763615
Bắc Giang,Yên Dũng,Quỳnh Sơn,21.2469196520309,106.294867008305
Bắc Giang,Yên Dũng,Tân An,21.2637397382923,106.277341656267
Bắc Giang,Yên Dũng,Tân Liễu,21.229017894077,106.229435802947
Bắc Giang,Yên Dũng,Thắng Cương,21.1657423837664,106.22652301756
Bắc Giang,Yên Dũng,Tiến Dũng,21.189378342042,106.295807757164
Bắc Giang,Yên Dũng,Tiền Phong,21.2275805343278,106.187349272766
Bắc Giang,Yên Dũng,Trí Yên,21.2168894283872,106.317958150469
Bắc Giang,Yên Dũng,TT. Neo,21.2044699344013,106.24335204517
Bắc Giang,Yên Dũng,Tư Mại,21.1710824367634,106.259067653623
Bắc Giang,Yên Dũng,Yên Lư,21.1989580216906,106.18290621466
Bắc Giang,Yên Thế,An Thượng,21.4619216905688,106.081912053592
Bắc Giang,Yên Thế,Bố Hạ,21.4403398147467,106.187532255368
Bắc Giang,Yên Thế,Canh Nậu,21.586922559302,106.1048421872
Bắc Giang,Yên Thế,Đồng Hưu,21.4971185412378,106.194434063307
Bắc Giang,Yên Thế,Đồng Kỳ,21.4665142855487,106.177864445143
Bắc Giang,Yên Thế,Đông Sơn,21.4680762509717,106.252385039568
Bắc Giang,Yên Thế,Đồng Tâm,21.4804256571884,106.145171238449
Bắc Giang,Yên Thế,Đồng Tiến,21.5793882619951,106.145113508105
Bắc Giang,Yên Thế,Đồng Vương,21.530256267217,106.138443693307
Bắc Giang,Yên Thế,Hồng Kỳ,21.4881689463297,106.156828060586
Bắc Giang,Yên Thế,Tam Hiệp,21.4976428195187,106.113877511657
Bắc Giang,Yên Thế,Tam Tiến,21.5240274516137,106.0788759853
Bắc Giang,Yên Thế,Tân Sỏi,21.4430578769961,106.164960834282
Bắc Giang,Yên Thế,Tiến Thắng,21.4876156771299,106.069281110342
Bắc Giang,Yên Thế,Xuân Lương,21.5811500708898,106.065291779744
Bắc Kạn,Ba Bể,Bành Trạch,22.4854960195795,105.786483729662
Bắc Kạn,Ba Bể,Cao Thượng,22.4794588976462,105.629782597262
Bắc Kạn,Ba Bể,Cao Trĩ,22.4641324808905,105.697470036338
Bắc Kạn,Ba Bể,Chu Hương,22.3691466376106,105.818780488981
Bắc Kạn,Ba Bể,Địa Linh,22.4171081756698,105.749939989683
Bắc Kạn,Ba Bể,Đồng Phúc,22.307523955699,105.743558725412
Bắc Kạn,Ba Bể,Hà Hiệu,22.4402317571138,105.858169443109
Bắc Kạn,Ba Bể,Hoàng Trĩ,22.3191164139413,105.660341904383
Bắc Kạn,Ba Bể,Khang Ninh,22.425426081384,105.662768626882
Bắc Kạn,Ba Bể,Mỹ Phương,22.3251548697316,105.831812367678
Bắc Kạn,Ba Bể,Nam Mẫu,22.4225752117151,105.601289766538
Bắc Kạn,Ba Bể,Phúc Lộc,22.4777809519935,105.839365889209
Bắc Kạn,Ba Bể,Quảng Khê,22.3620521596362,105.697264477259
Bắc Kạn,Ba Bể,Thượng Giáo,22.4404507929432,105.722738216821
Bắc Kạn,Ba Bể,Yến Dương,22.3807879671441,105.776508625872
Bắc Kạn,Bạch Thông,Cẩm Giàng,22.2046419784867,105.865391267175
Bắc Kạn,Bạch Thông,Cao Sơn,22.187959948054,105.985942462006
